id1,author,title,journal,year
2b6039c0-abdf-11e9-8262-04ea56df376a,[0],"[59258, 1, 86476, 1, 148804, 1, 1931, 1, 378083, 279454, 1, 80, 3705]","[29546, 34002, 1, 67, 15, 476]",1985.0
2b62a9d2-abdf-11e9-97d3-04ea56df376a,[0],"[268290, 1, 689466]","[0, 118730, 138870]",1980.0
2b64b84c-abdf-11e9-866b-04ea56df376a,[0],"[268290, 1, 4343, 2574, 1, 4017]","[0, 118730]",1980.0
2b65f47e-abdf-11e9-8b96-04ea56df376a,"[0, 1096, 433, 0, 731, 703708, 731, 433, 40657]","[0, 1, 2702, 2574, 1, 2833, 1931, 0]",[0],1972.0
2b6690a8-abdf-11e9-ae86-04ea56df376a,"[0, 100590, 8, 3, 0, 1, 0, 9958, 30718, 6, 3, 11277, 10082]","[592081, 1, 3898, 1, 0, 1, 894]",[0],
2b67c89c-abdf-11e9-a545-04ea56df376a,"[0, 100590, 8, 3, 0, 2935, 25, 1337, 0, 9958, 30718, 6, 3, 11277, 10082]","[592081, 1, 0, 1, 4017]","[26673, 44532, 0]",
2b6900b0-abdf-11e9-94b9-04ea56df376a,"[22313, 3601, 8843, 874, 11996, 4, 3, 15702, 6, 27906, 5930, 12, 1194741, 4, 409362, 64281]","[5274, 1, 689466]","[0, 3601, 416193]",2009.0
2b699cc2-abdf-11e9-a108-04ea56df376a,"[22313, 1645, 1960, 181, 2682, 4, 3, 6751, 6, 6223, 3197, 12, 1194741, 4, 96740, 19692]","[5274, 1, 1692, 2404, 1, 10142, 1, 4603, 1, 657389, 1, 1477, 1, 18996, 1, 1397, 1692, 1, 398668, 1, 2426, 1931]",[3601],2009.0
2b6b7292-abdf-11e9-a004-04ea56df376a,"[22313, 1645, 1960, 181, 2682, 4, 3, 6751, 6, 6223, 3197, 12, 1194741, 4, 96740, 19692]","[5274, 1, 9399, 1, 10142, 1, 2537, 1, 657389, 1, 80, 1, 18996, 1, 23996, 1, 398668, 1, 9148]",[3601],2009.0
2b6cafa8-abdf-11e9-a429-04ea56df376a,"[22313, 1645, 1960, 181, 2682, 4, 3, 6751, 6, 6223, 3197, 12, 1194741, 4, 96740, 19692]","[5274, 1, 9399, 1, 10142, 1, 2537, 1, 657389, 1, 80, 1, 18996, 1, 23996, 1, 398668, 1, 9148]","[3601, 72, 605, 73, 1, 201, 379]",
2b6d7808-abdf-11e9-b9f6-04ea56df376a,"[6582, 0, 0, 67042, 0, 6582, 174810, 0, 487946, 17371, 0]",[689466],"[23249, 176793, 0, 0, 4907]",1926.0
2b6eb018-abdf-11e9-aaf9-04ea56df376a,"[6582, 0, 0, 10255, 0, 2087, 964581, 0, 487946, 7854, 0]","[0, 1, 6909]","[200, 1, 0, 17432, 1, 0, 0]",1926.0
2b6f4c2e-abdf-11e9-bb96-04ea56df376a,"[6582, 0, 0, 67042, 0, 6582, 174810, 0, 487946, 17371, 0]",[0],"[23249, 176793, 0, 0, 1, 0, 15, 200]",1926.0
2b708440-abdf-11e9-8b04-04ea56df376a,"[6582, 0, 0, 10255, 0, 2087, 964581, 0, 487946, 7854, 0]",[2351],"[23249, 176793, 0, 0, 1, 0, 1, 0]",1926.0
2b715782-abdf-11e9-929e-04ea56df376a,"[233075, 4595, 6, 78278, 2519, 15, 0, 14, 45713, 40378, 4, 3, 3966, 6, 59, 5797, 20, 43236, 15631, 64669]","[10732, 1, 2519, 1, 26571, 1, 1275, 1, 3030, 1, 2366, 1, 32029, 1, 24040]","[1816, 6, 9378, 31032, 1401]",2011.0
2b72ce78-abdf-11e9-aad0-04ea56df376a,"[233075, 4595, 6, 78278, 2519, 15, 0, 14, 45713, 40378, 4, 3, 3966, 6, 59, 5797, 20, 43236, 15631, 64669]","[10732, 1, 3334]","[1816, 6, 9378, 31032, 1401]",2011.0
2b740e68-abdf-11e9-951c-04ea56df376a,"[233075, 4595, 6, 78278, 2519, 15, 0, 14, 45713, 40378, 4, 3, 3966, 6, 59, 5797, 20, 43236, 15631, 64669]","[40285, 1, 0, 1, 50311, 1, 17235, 1, 153437, 1, 0, 1, 126604]","[1816, 6, 9378, 31032, 1401, 72, 252, 73, 2, 649, 490, 164, 1, 0, 81, 1, 0, 0]",2011.0
2b74d998-abdf-11e9-8c74-04ea56df376a,[0],[1221439],[0],1959.0
2b761c0c-abdf-11e9-aac6-04ea56df376a,[0],"[1221439, 1, 2833, 1, 198215, 1, 1397, 3195, 1, 0, 0, 21628, 1864]","[446197, 1296655]",1959.0
2b76e89e-abdf-11e9-8a6b-04ea56df376a,"[0, 0, 11115, 1864]","[1221439, 1, 2833, 1, 198215, 1, 1397, 3195]","[446197, 1296655]",1959.0
2b792b92-abdf-11e9-84b5-04ea56df376a,"[7069, 80, 1, 12431, 4846, 36195, 30, 72008, 484, 3, 3887, 32786, 19715, 6, 11225, 24360]","[688980, 1, 1794861, 1, 1987112, 1, 216805, 1, 283170, 1, 1879, 1, 1995085, 1, 1477]","[370, 2855, 1, 0, 203, 1, 0, 0]",1995.0
2b7a6930-abdf-11e9-9d8f-04ea56df376a,"[688148, 1036133, 888795]","[152827, 1, 31071, 1, 19656, 1, 50304, 1, 131414, 0, 1, 1354329, 1, 80]","[23, 1816, 6, 6151, 51982, 64, 40513]",1973.0
2b7b8238-abdf-11e9-8959-04ea56df376a,"[688148, 1036133, 888795]","[152827, 1, 31071, 1, 19656, 1, 50304, 1, 131414, 0, 1, 1354329, 1, 80]","[23, 1816, 6, 6151, 51982, 64, 40513, 72, 605, 73]",1973.0
